Number of evaluations : 60000
0.0000000000e+00, 0.0000000000e+00
1.0000000000e-02, 1.0000000000e-04
2.0000000000e-02, 4.0000000000e-04
3.0000000000e-02, 9.0000000000e-04
4.0000000000e-02, 1.6000000000e-03
5.0000000000e-02, 2.5000000000e-03
6.0000000000e-02, 3.6000000000e-03
7.0000000000e-02, 4.9000000000e-03
8.0000000000e-02, 6.4000000000e-03
9.0000000000e-02, 8.1000000000e-03
1.0000000000e-01, 1.0000000000e-02
1.1000000000e-01, 1.2100000000e-02
1.2000000000e-01, 1.4400000000e-02
1.3000000000e-01, 1.6900000000e-02
1.4000000000e-01, 1.9600000000e-02
1.5000000000e-01, 2.2500000000e-02
1.6000000000e-01, 2.5600000000e-02
1.7000000000e-01, 2.8900000000e-02
1.8000000000e-01, 3.2400000000e-02
1.9000000000e-01, 3.6100000000e-02
2.0000000000e-01, 4.0000000000e-02
2.1000000000e-01, 4.4100000000e-02
2.2000000000e-01, 4.8400000000e-02
2.3000000000e-01, 5.2900000000e-02
2.4000000000e-01, 5.7600000000e-02
2.5000000000e-01, 6.2500000000e-02
2.6000000000e-01, 6.7600000000e-02
2.7000000000e-01, 7.2900000000e-02
2.8000000000e-01, 7.8400000000e-02
2.9000000000e-01, 8.4100000000e-02
3.0000000000e-01, 9.0000000000e-02
3.1000000000e-01, 9.6100000000e-02
3.2000000000e-01, 1.0240000000e-01
3.3000000000e-01, 1.0890000000e-01
3.4000000000e-01, 1.1560000000e-01
3.5000000000e-01, 1.2250000000e-01
3.6000000000e-01, 1.2960000000e-01
3.7000000000e-01, 1.3690000000e-01
3.8000000000e-01, 1.4440000000e-01
3.9000000000e-01, 1.5210000000e-01
4.0000000000e-01, 1.6000000000e-01
4.1000000000e-01, 1.6810000000e-01
4.2000000000e-01, 1.7640000000e-01
4.3000000000e-01, 1.8490000000e-01
4.4000000000e-01, 1.9360000000e-01
4.5000000000e-01, 2.0250000000e-01
4.6000000000e-01, 2.1160000000e-01
4.7000000000e-01, 2.2090000000e-01
4.8000000000e-01, 2.3040000000e-01
4.9000000000e-01, 2.4010000000e-01
5.0000000000e-01, 2.5000000000e-01
5.1000000000e-01, 2.6010000000e-01
5.2000000000e-01, 2.7040000000e-01
5.3000000000e-01, 2.8090000000e-01
5.4000000000e-01, 2.9160000000e-01
5.5000000000e-01, 3.0250000000e-01
5.6000000000e-01, 3.1360000000e-01
5.7000000000e-01, 3.2490000000e-01
5.8000000000e-01, 3.3640000000e-01
5.9000000000e-01, 3.4810000000e-01
6.0000000000e-01, 3.6000000000e-01
6.1000000000e-01, 3.7210000000e-01
6.2000000000e-01, 3.8440000000e-01
6.3000000000e-01, 3.9690000000e-01
6.4000000000e-01, 4.0960000000e-01
6.5000000000e-01, 4.2250000000e-01
6.6000000000e-01, 4.3560000000e-01
6.7000000000e-01, 4.4890000000e-01
6.8000000000e-01, 4.6240000000e-01
6.9000000000e-01, 4.7610000000e-01
7.0000000000e-01, 4.9000000000e-01
7.1000000000e-01, 5.0410000000e-01
7.2000000000e-01, 5.1840000000e-01
7.3000000000e-01, 5.3290000000e-01
7.4000000000e-01, 5.4760000000e-01
7.5000000000e-01, 5.6250000000e-01
7.6000000000e-01, 5.7760000000e-01
7.7000000000e-01, 5.9290000000e-01
7.8000000000e-01, 6.0840000000e-01
7.9000000000e-01, 6.2410000000e-01
8.0000000000e-01, 6.4000000000e-01
8.1000000000e-01, 6.5610000000e-01
8.2000000000e-01, 6.7240000000e-01
8.3000000000e-01, 6.8890000000e-01
8.4000000000e-01, 7.0560000000e-01
8.5000000000e-01, 7.2250000000e-01
8.6000000000e-01, 7.3960000000e-01
8.7000000000e-01, 7.5690000000e-01
8.8000000000e-01, 7.7440000000e-01
8.9000000000e-01, 7.9210000000e-01
9.0000000000e-01, 8.1000000000e-01
9.1000000000e-01, 8.2810000000e-01
9.2000000000e-01, 8.4640000000e-01
9.3000000000e-01, 8.6490000000e-01
9.4000000000e-01, 8.8360000000e-01
9.5000000000e-01, 9.0250000000e-01
9.6000000000e-01, 9.2160000000e-01
9.7000000000e-01, 9.4090000000e-01
9.8000000000e-01, 9.6040000000e-01
9.9000000000e-01, 9.8010000000e-01
1.0000000000e+00, 1.0000000000e+00
1.0100000000e+00, 1.0201000000e+00
1.0200000000e+00, 1.0404000000e+00
1.0300000000e+00, 1.0609000000e+00
1.0400000000e+00, 1.0816000000e+00
1.0500000000e+00, 1.1025000000e+00
