Number of evaluations : 61284
0.0000000000e+00, 0.0000000000e+00
1.0000000000e-02, 1.0000000000e-12
2.0000000000e-02, 6.4000000000e-11
3.0000000000e-02, 7.2900000000e-10
4.0000000000e-02, 4.0960000000e-09
5.0000000000e-02, 1.5625000000e-08
6.0000000000e-02, 4.6656000000e-08
7.0000000000e-02, 1.1764900000e-07
8.0000000000e-02, 2.6214400000e-07
9.0000000000e-02, 5.3144100000e-07
1.0000000000e-01, 1.0000000000e-06
1.1000000000e-01, 1.7715610000e-06
1.2000000000e-01, 2.9859840000e-06
1.3000000000e-01, 4.8268090000e-06
1.4000000000e-01, 7.5295360000e-06
1.5000000000e-01, 1.1390625000e-05
1.6000000000e-01, 1.6777216000e-05
1.7000000000e-01, 2.4137569000e-05
1.8000000000e-01, 3.4012224000e-05
1.9000000000e-01, 4.7045881000e-05
2.0000000000e-01, 6.4000000000e-05
2.1000000000e-01, 8.5766121000e-05
2.2000000000e-01, 1.1337990400e-04
2.3000000000e-01, 1.4803588900e-04
2.4000000000e-01, 1.9110297600e-04
2.5000000000e-01, 2.4414062500e-04
2.6000000000e-01, 3.0891577600e-04
2.7000000000e-01, 3.8742048900e-04
2.8000000000e-01, 4.8189030400e-04
2.9000000000e-01, 5.9482332100e-04
3.0000000000e-01, 7.2900000000e-04
3.1000000000e-01, 8.8750368100e-04
3.2000000000e-01, 1.0737418240e-03
3.3000000000e-01, 1.2914679690e-03
3.4000000000e-01, 1.5448044160e-03
3.5000000000e-01, 1.8382656250e-03
3.6000000000e-01, 2.1767823360e-03
3.7000000000e-01, 2.5657264090e-03
3.8000000000e-01, 3.0109363840e-03
3.9000000000e-01, 3.5187437610e-03
4.0000000000e-01, 4.0960000000e-03
4.1000000000e-01, 4.7501042410e-03
4.2000000000e-01, 5.4890317440e-03
4.3000000000e-01, 6.3213630490e-03
4.4000000000e-01, 7.2563138560e-03
4.5000000000e-01, 8.3037656250e-03
4.6000000000e-01, 9.4742968960e-03
4.7000000000e-01, 1.0779215329e-02
4.8000000000e-01, 1.2230590464e-02
4.9000000000e-01, 1.3841287201e-02
5.0000000000e-01, 1.5625000000e-02
5.1000000000e-01, 1.7596287801e-02
5.2000000000e-01, 1.9770609664e-02
5.3000000000e-01, 2.2164361129e-02
5.4000000000e-01, 2.4794911296e-02
5.5000000000e-01, 2.7680640625e-02
5.6000000000e-01, 3.0840979456e-02
5.7000000000e-01, 3.4296447249e-02
5.8000000000e-01, 3.8068692544e-02
5.9000000000e-01, 4.2180533641e-02
6.0000000000e-01, 4.6656000000e-02
6.1000000000e-01, 5.1520374361e-02
6.2000000000e-01, 5.6800235584e-02
6.3000000000e-01, 6.2523502209e-02
6.4000000000e-01, 6.8719476736e-02
6.5000000000e-01, 7.5418890625e-02
6.6000000000e-01, 8.2653950016e-02
6.7000000000e-01, 9.0458382169e-02
6.8000000000e-01, 9.8867482624e-02
6.9000000000e-01, 1.0791816308e-01
7.0000000000e-01, 1.1764900000e-01
7.1000000000e-01, 1.2810028392e-01
7.2000000000e-01, 1.3931406950e-01
7.3000000000e-01, 1.5133422629e-01
7.4000000000e-01, 1.6420649018e-01
7.5000000000e-01, 1.7797851562e-01
7.6000000000e-01, 1.9269992858e-01
7.7000000000e-01, 2.0842238009e-01
7.8000000000e-01, 2.2519960070e-01
7.9000000000e-01, 2.4308745552e-01
8.0000000000e-01, 2.6214400000e-01
8.1000000000e-01, 2.8242953648e-01
8.2000000000e-01, 3.0400667142e-01
8.3000000000e-01, 3.2694037337e-01
8.4000000000e-01, 3.5129803162e-01
8.5000000000e-01, 3.7714951562e-01
8.6000000000e-01, 4.0456723514e-01
8.7000000000e-01, 4.3362620101e-01
8.8000000000e-01, 4.6440408678e-01
8.9000000000e-01, 4.9698129096e-01
9.0000000000e-01, 5.3144100000e-01
9.1000000000e-01, 5.6786925204e-01
9.2000000000e-01, 6.0635500134e-01
9.3000000000e-01, 6.4699018345e-01
9.4000000000e-01, 6.8986978106e-01
9.5000000000e-01, 7.3509189062e-01
9.6000000000e-01, 7.8275778970e-01
9.7000000000e-01, 8.3297200493e-01
9.8000000000e-01, 8.8584238086e-01
9.9000000000e-01, 9.4148014940e-01
1.0000000000e+00, 1.0000000000e+00
1.0100000000e+00, 1.0615201506e+00
1.0200000000e+00, 1.1261624193e+00
1.0300000000e+00, 1.1940522965e+00
1.0400000000e+00, 1.2653190185e+00
1.0500000000e+00, 1.3400956406e+00
1.0600000000e+00, 1.4185191123e+00
1.0700000000e+00, 1.5007303518e+00
1.0800000000e+00, 1.5868743229e+00
1.0900000000e+00, 1.6771001108e+00
1.1000000000e+00, 1.7715610000e+00
1.1100000000e+00, 1.8704145522e+00
1.1200000000e+00, 1.9738226852e+00
1.1300000000e+00, 2.0819517526e+00
1.1400000000e+00, 2.1949726239e+00
1.1500000000e+00, 2.3130607656e+00
1.1600000000e+00, 2.4363963228e+00
1.1700000000e+00, 2.5651642018e+00
1.1800000000e+00, 2.6995541530e+00
1.1900000000e+00, 2.8397608553e+00
1.2000000000e+00, 2.9859840000e+00
1.2100000000e+00, 3.1384283767e+00
1.2200000000e+00, 3.2973039591e+00
1.2300000000e+00, 3.4628259917e+00
1.2400000000e+00, 3.6352150774e+00
1.2500000000e+00, 3.8146972656e+00
1.2600000000e+00, 4.0015041414e+00
1.2700000000e+00, 4.1958729147e+00
1.2800000000e+00, 4.3980465111e+00
1.2900000000e+00, 4.6082736627e+00
1.3000000000e+00, 4.8268090000e+00
1.3100000000e+00, 5.0539131443e+00
1.3200000000e+00, 5.2898528010e+00
1.3300000000e+00, 5.5349008538e+00
1.3400000000e+00, 5.7893364588e+00
1.3500000000e+00, 6.0534451406e+00
1.3600000000e+00, 6.3275188879e+00
1.3700000000e+00, 6.6118562506e+00
1.3800000000e+00, 6.9067624372e+00
1.3900000000e+00, 7.2125494132e+00
1.4000000000e+00, 7.5295360000e+00
1.4100000000e+00, 7.8580479748e+00
1.4200000000e+00, 8.1984181709e+00
1.4300000000e+00, 8.5509865788e+00
1.4400000000e+00, 8.9161004483e+00
1.4500000000e+00, 9.2941143906e+00
1.4600000000e+00, 9.6853904825e+00
1.4700000000e+00, 1.0090298370e+01
1.4800000000e+00, 1.0509215371e+01
1.4900000000e+00, 1.0942526587e+01
1.5000000000e+00, 1.1390625000e+01
1.5100000000e+00, 1.1853911588e+01
1.5200000000e+00, 1.2332795429e+01
1.5300000000e+00, 1.2827693807e+01
1.5400000000e+00, 1.3339032326e+01
1.5500000000e+00, 1.3867245016e+01
1.5600000000e+00, 1.4412774445e+01
1.5700000000e+00, 1.4976071831e+01
1.5800000000e+00, 1.5557597153e+01
1.5900000000e+00, 1.6157819263e+01
1.6000000000e+00, 1.6777216000e+01
1.6100000000e+00, 1.7416274305e+01
1.6200000000e+00, 1.8075490335e+01
1.6300000000e+00, 1.8755369578e+01
1.6400000000e+00, 1.9456426971e+01
1.6500000000e+00, 2.0179187016e+01
1.6600000000e+00, 2.0924183896e+01
1.6700000000e+00, 2.1691961596e+01
1.6800000000e+00, 2.2483074023e+01
1.6900000000e+00, 2.3298085122e+01
1.7000000000e+00, 2.4137569000e+01
1.7100000000e+00, 2.5002110045e+01
1.7200000000e+00, 2.5892303049e+01
1.7300000000e+00, 2.6808753332e+01
1.7400000000e+00, 2.7752076865e+01
1.7500000000e+00, 2.8722900391e+01
1.7600000000e+00, 2.9721861554e+01
1.7700000000e+00, 3.0749609024e+01
1.7800000000e+00, 3.1806802622e+01
1.7900000000e+00, 3.2894113445e+01
1.8000000000e+00, 3.4012224000e+01
1.8100000000e+00, 3.5161828327e+01
1.8200000000e+00, 3.6343632131e+01
1.8300000000e+00, 3.7558352909e+01
1.8400000000e+00, 3.8806720086e+01
1.8500000000e+00, 4.0089475141e+01
1.8600000000e+00, 4.1407371741e+01
1.8700000000e+00, 4.2761175875e+01
1.8800000000e+00, 4.4151665988e+01
1.8900000000e+00, 4.5579633110e+01
1.9000000000e+00, 4.7045881000e+01
1.9100000000e+00, 4.8551226273e+01
1.9200000000e+00, 5.0096498541e+01
1.9300000000e+00, 5.1682540549e+01
1.9400000000e+00, 5.3310208315e+01
1.9500000000e+00, 5.4980371266e+01
1.9600000000e+00, 5.6693912375e+01
1.9700000000e+00, 5.8451728309e+01
1.9800000000e+00, 6.0254729562e+01
1.9900000000e+00, 6.2103840599e+01
2.0000000000e+00, 6.4000000000e+01
2.0100000000e+00, 6.5944160601e+01
2.0200000000e+00, 6.7937289638e+01
2.0300000000e+00, 6.9980368892e+01
2.0400000000e+00, 7.2074394833e+01
2.0500000000e+00, 7.4220378766e+01
2.0600000000e+00, 7.6419346978e+01
2.0700000000e+00, 7.8672340886e+01
2.0800000000e+00, 8.0980417184e+01
2.0900000000e+00, 8.3344647990e+01
2.1000000000e+00, 8.5766121000e+01
2.1100000000e+00, 8.8245939633e+01
2.1200000000e+00, 9.0785223184e+01
2.1300000000e+00, 9.3385106978e+01
2.1400000000e+00, 9.6046742518e+01
2.1500000000e+00, 9.8771297641e+01
